Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,2024-01-02,186.03307200647276,187.31538170646215,182.79253333369908,184.53208923339844,,82488700.0
AAPL,2024-01-03,183.1205556229884,184.77065219734183,182.3352619375341,183.15037536621094,,58414500.0
AAPL,2024-01-04,181.06291404030495,181.99730650228184,179.80050438167336,180.82435607910156,,71983600.0
AAPL,2024-01-05,180.90387243418792,181.6692660827433,179.09472708075188,180.09869384765625,,62303300.0
AAPL,2024-01-08,181.0032684531674,184.49233019548157,180.41679326133186,184.4525604248047,,59144500.0
AAPL,2024-01-09,182.82234457021028,184.04499955584959,181.63944418662982,184.03506469726562,,42841800.0
AAPL,2024-01-10,183.24979649333252,185.2875498615879,182.82235486658107,185.0788116455078,,46792900.0
AAPL,2024-01-11,185.42670336710847,185.93366934185158,182.524132048394,184.4823760986328,,49128400.0
AAPL,2024-01-12,184.9495734055796,185.6255229866903,184.08477050382692,184.81040954589844,,40444700.0
AAPL,2024-01-16,181.07284484780743,183.16030262539027,179.85017475552078,182.53407287597656,,65603000.0
AAPL,2024-01-17,180.18817865322478,181.83826018866833,179.2239664331644,181.58975219726562,,47317400.0
AAPL,2024-01-18,184.979392426226,188.01119275141858,184.72094959289208,187.50424194335938,,78005800.0
AAPL,2024-01-19,188.2000611602168,190.80441988057507,187.69311035236996,190.416748046875,,68741000.0
AAPL,2024-01-22,191.15234200232317,194.16425751836653,191.11257223144145,192.73284912109375,,60133900.0
AAPL,2024-01-23,193.8561183903394,194.58175747905844,192.67321792314553,194.01515197753906,,42355600.0
AAPL,2024-01-24,194.25371040083746,195.20798769039715,193.18015413797895,193.33920288085938,,53631300.0
AAPL,2024-01-25,194.0549212884663,195.0986578845498,191.95751323703675,193.0111846923828,,54822100.0
AAPL,2024-01-26,193.1106022428928,193.59766821896898,190.7945058465033,191.27163696289062,,44594000.0
AAPL,2024-01-29,190.8640668648328,191.05293535979936,188.44857653714126,190.5857391357422,,47145600.0
AAPL,2024-01-30,189.80045678886228,190.65532484477694,186.35116482109103,186.91775512695312,,55859400.0
AAPL,2024-01-31,185.92372797618197,185.98338263365994,183.24979478995033,183.2994842529297,,55467800.0
AAPL,2024-02-01,182.8919451500293,185.83427124755644,182.72296153753896,185.74481201171875,,64885400.0
AAPL,2024-02-02,178.78658786144558,186.21200777158808,178.18022776276848,184.7408447265625,,102518000.0
AAPL,2024-02-05,187.02710222804,188.120543422021,184.73089088840356,186.55990600585938,,69668800.0
AAPL,2024-02-06,185.74480203892318,188.180177168222,185.65534280788862,188.1702423095703,,43490800.0
AAPL,2024-02-07,189.5022417883465,189.9097985097057,187.48435823433906,188.2795867919922,,53439000.0
AAPL,2024-02-08,188.2596969213544,188.40879563608698,186.23187856237746,187.1960906982422,,40962000.0
AAPL,2024-02-09,187.76340641648085,189.0971204380579,187.11646725876852,187.9624786376953,,45155200.0
AAPL,2024-02-12,187.53449778464588,187.78332288230948,185.91215328801408,186.2704620361328,,41781900.0
AAPL,2024-02-13,184.89694454758455,185.33487911795885,182.64755610649428,184.1703643798828,,56529500.0
AAPL,2024-02-14,184.44906062504626,184.65806518525375,181.58259087415234,183.2845458984375,,54630500.0
AAPL,2024-02-15,182.68738521978767,183.62296999377594,180.4977274519665,182.9959259033203,,65434500.0
AAPL,2024-02-16,182.5579699194549,183.981257173353,180.81619448303394,181.45318603515625,,49701400.0
AAPL,2024-02-20,180.93564089848354,181.5726325042779,179.15405998428736,180.70672607421875,,53665600.0
AAPL,2024-02-21,181.08496152111414,182.03049388623003,179.81097819372195,181.4631805419922,,41529700.0
AAPL,2024-02-22,182.6177232415446,184.09077884972692,181.60252771208349,183.5035400390625,,52292200.0
AAPL,2024-02-23,184.1405042298665,184.17036202409395,181.37357059288817,181.66221618652344,,45119700.0
AAPL,2024-02-26,181.38355052297356,181.90109579673225,179.80101134340092,180.30862426757812,,40867400.0
AAPL,2024-02-27,180.24888975946536,183.05562869813585,178.71611879819,181.77169799804688,,54318900.0
AAPL,2024-02-28,181.6522565198894,182.25939032452453,179.28345207788615,180.5673828125,,48953900.0
AAPL,2024-02-29,180.41808835882694,181.71198177710176,178.6862603817135,179.90052795410156,,136682600.0
AAPL,2024-03-01,178.7061901764464,179.6815803178056,176.54639012704013,178.815673828125,,73488000.0
AAPL,2024-03-04,175.32213749041347,176.0686126971914,172.97322823226915,174.27708435058594,,81510100.0
AAPL,2024-03-05,169.95748724050745,171.2314705105848,168.82284541599856,169.32049560546875,,95132400.0
AAPL,2024-03-06,170.256065044738,170.43522699407845,167.88724549652,168.32518005371094,,68587700.0
AAPL,2024-03-07,168.35505375316498,169.92763018116116,167.6981670423948,168.2057647705078,,71765100.0
AAPL,2024-03-08,168.20576217934803,172.8836708711805,168.14604658720506,169.92762756347656,,76114600.0
AAPL,2024-03-11,172.12725037151972,173.56048535052068,171.2414336396481,171.93814086914062,,60139500.0
AAPL,2024-03-12,172.3362371923594,173.2121062975323,170.20629520329734,172.41586303710938,,59825400.0
AAPL,2024-03-13,171.95803650796105,172.37606081011293,169.95747319192603,170.32574462890625,,52488700.0
AAPL,2024-03-14,172.0973925529764,173.49080701178275,171.2414336176872,172.1869659423828,,72913500.0
AAPL,2024-03-15,170.3655638276482,171.80874633789062,169.48969463541124,171.80874633789062,,121664700.0
AAPL,2024-03-18,174.7448914522954,176.87483361469177,172.70452267737835,172.90357971191406,,75604200.0
AAPL,2024-03-19,173.52064400091257,175.77997984762692,172.21680308785983,175.25247192382812,,55215200.0
AAPL,2024-03-20,174.89417408943874,177.83030700683594,174.2671300256647,177.83030700683594,,53423100.0
AAPL,2024-03-21,176.2179350177799,176.65586961417029,170.03711298613993,170.5646209716797,,106181300.0
AAPL,2024-03-22,170.95279171103329,172.23673773536032,169.26078406375387,171.47035217285156,,71106600.0
AAPL,2024-03-25,169.76839047714014,171.13194711675717,168.65364374159117,170.0470733642578,,54288300.0
AAPL,2024-03-26,169.20106023000122,170.61438491064948,168.78303590364706,168.9124298095703,,57388400.0
AAPL,2024-03-27,169.60914876354798,172.78415954350993,169.31055559917013,172.49551391601562,,60273300.0
AAPL,2024-03-28,170.94283813483634,171.4205780589011,169.70866021166748,170.67410278320312,,65672700.0
AAPL,2024-04-01,170.38546326457012,170.4451788535061,168.68349304450714,169.2309112548828,,46240500.0
AAPL,2024-04-02,168.28537106183597,168.54414366405445,167.43935975957754,168.04649353027344,,49329500.0
AAPL,2024-04-03,167.99673277562965,169.8778497555363,167.78772821512752,168.85269165039062,,47691700.0
AAPL,2024-04-04,169.48968886138192,171.11203328162168,168.026611328125,168.026611328125,,53704400.0
AAPL,2024-04-05,168.79298281447828,169.5892261323792,168.15599119757314,168.7830352783203,,42055200.0
AAPL,2024-04-08,168.23561647794648,168.40481571452685,167.4493358859462,167.65834045410156,,37425500.0
AAPL,2024-04-09,167.90716183961618,169.2806811483862,167.55881583801002,168.8726043701172,,42451200.0
AAPL,2024-04-10,168.0066961691415,168.29532657810816,166.3246362072623,166.99148559570312,,49709300.0
AAPL,2024-04-11,167.5488670137579,174.63541624491384,167.36972023014152,174.21737670898438,,91070300.0
AAPL,2024-04-12,173.44102962389059,177.52176704196785,173.39127675717174,175.72027587890625,,101593300.0
AAPL,2024-04-15,174.53585255667426,175.7998881273465,171.68929323241036,171.87840270996094,,73531800.0
AAPL,2024-04-16,170.94284143183614,172.94338974194338,167.47920033817573,168.583984375,,73711200.0
AAPL,2024-04-17,168.81289870293196,169.84800441976404,167.21046447753906,167.21046447753906,,50901200.0
AAPL,2024-04-18,167.24031189258443,167.8474456964944,165.7672716683895,166.2549591064453,,43122900.0
AAPL,2024-04-19,165.42888374733738,165.6179780634261,163.3088890664717,164.2245635986328,,67772100.0
AAPL,2024-04-22,164.74210446317437,166.4739172082034,163.99562926284756,165.0605926513672,,48116400.0
AAPL,2024-04-23,164.57291251221173,166.26492000363532,164.14492548116624,166.11561584472656,,49537800.0
